Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDU47,12.800000190734863,Regular,0.11403147876262665,Breads,138.68380737304688,OUT049,1999,Medium,Tier1,Supermarket Type1,1863.9102783203125
FDU47,12.800000190734863,Regular,0.19056904315948486,Breads,138.78379821777344,OUT010,1998,Medium,Tier 3,Grocery Store,280.96759033203125
FDU47,,Regular,0.0,Breads,140.38380432128906,OUT027,1985,Medium,Tier 3,Supermarket Type3,7019.18994140625
FDU47,12.800000190734863,Regular,0.1140853688120842,Breads,141.38380432128906,OUT045,2002,Small,Tier 2,Supermarket Type1,2388.224609375
FDU47,12.800000190734863,Regular,0.11385446786880493,Breads,141.58380126953125,OUT046,1997,Small,Tier1,Supermarket Type1,1902.88623046875
FDU47,12.800000190734863,Regular,0.11375971883535385,Breads,141.98379516601562,OUT013,1987,High,Tier 3,Supermarket Type1,1908.2623291015625
FDU47,12.800000190734863,Regular,0.11431826651096344,Breads,142.28379821777344,OUT018,2009,Medium,Tier 3,Supermarket Type2,421.4513854980469
FDN23,6.574999809265137,Regular,0.0754934772849083,Breads,143.54440307617188,OUT035,2004,Small,Tier 2,Supermarket Type1,3338.3212890625
FDN23,6.574999809265137,Regular,0.0758153423666954,Breads,144.64439392089844,OUT018,2009,Medium,Tier 3,Supermarket Type2,1036.6302490234375
FDN23,6.574999809265137,Regular,0.07593486458063126,Breads,144.8444061279297,OUT017,2007,Medium,Tier 2,Supermarket Type1,1047.587158203125
FDN23,6.574999809265137,Regular,0.07566089183092117,Breads,145.44439697265625,OUT045,2002,Small,Tier 2,Supermarket Type1,2612.59912109375
FDN23,6.574999809265137,Regular,0.07562515139579773,Breads,145.74440002441406,OUT049,1999,Medium,Tier1,Supermarket Type1,3193.1767578125
FDN23,,Regular,0.07514210790395737,Breads,145.8444061279297,OUT027,1985,Medium,Tier 3,Supermarket Type3,3773.75439453125
FDN23,6.574999809265137,Regular,0.07544492185115814,Breads,146.04440307617188,OUT013,1987,High,Tier 3,Supermarket Type1,2612.59912109375
FDN23,6.574999809265137,Regular,0.0755077600479126,Breads,146.44439697265625,OUT046,1997,Small,Tier1,Supermarket Type1,1596.58837890625
FDV35,19.5,Low Fat,0.12809930741786957,Breads,153.6313934326172,OUT013,1987,High,Tier 3,Supermarket Type1,3265.435302734375
FDV35,19.5,Low Fat,0.1289311796426773,Breads,154.6313934326172,OUT017,2007,Medium,Tier 2,Supermarket Type1,3226.38427734375
FDV35,19.5,Low Fat,0.12846601009368896,Breads,155.2313995361328,OUT045,2002,Small,Tier 2,Supermarket Type1,3208.633056640625
FDV35,19.5,Low Fat,0.1287282556295395,Breads,155.33140563964844,OUT018,2009,Medium,Tier 3,Supermarket Type2,3412.890869140625
FDX47,6.550000190734863,Regular,0.03459779918193817,Breads,155.42880249023438,OUT035,2004,Small,Tier 2,Supermarket Type1,1099.5032958984375
FDV35,,Low Fat,0.22447216510772705,Breads,155.431396484375,OUT019,1985,Small,Tier1,Grocery Store,692.4306640625
FDX47,6.550000190734863,Regular,0.034658145159482956,Breads,155.82879638671875,OUT049,1999,Medium,Tier1,Supermarket Type1,1099.901611328125
FDV35,19.5,Low Fat,0.12820599973201752,Breads,155.931396484375,OUT046,1997,Small,Tier1,Supermarket Type1,3878.284912109375
FDV35,19.5,Low Fat,0.12818175554275513,Breads,156.1313934326172,OUT035,2004,Small,Tier 2,Supermarket Type1,2792.365234375
FDX47,6.550000190734863,Regular,0.05792057514190674,Breads,156.2288055419922,OUT010,1998,Medium,Tier 3,Grocery Store,1115.3955078125
FDV35,19.5,Low Fat,0.12840533256530762,Breads,156.431396484375,OUT049,1999,Medium,Tier1,Supermarket Type1,2326.970947265625
FDX47,6.550000190734863,Regular,0.03457554429769516,Breads,156.52879333496094,OUT013,1987,High,Tier 3,Supermarket Type1,1571.2879638671875
FDX47,,Regular,0.03443676978349686,Breads,156.52879333496094,OUT027,1985,Medium,Tier 3,Supermarket Type3,4870.99267578125
FDV35,,Low Fat,0.12758515775203705,Breads,156.53140258789062,OUT027,1985,Medium,Tier 3,Supermarket Type3,1226.8778076171875
FDX47,,Regular,0.06058773770928383,Breads,156.82879638671875,OUT019,1985,Small,Tier1,Grocery Store,471.38641357421875
FDX47,6.550000190734863,Regular,0.034800078719854355,Breads,157.52879333496094,OUT017,2007,Medium,Tier 2,Supermarket Type1,1571.2879638671875
FDX47,6.550000190734863,Regular,0.034674521535634995,Breads,157.52879333496094,OUT045,2002,Small,Tier 2,Supermarket Type1,1083.404296875
FDX47,6.550000190734863,Regular,0.03460434451699257,Breads,157.82879638671875,OUT046,1997,Small,Tier1,Supermarket Type1,2514.060791015625
FDR11,10.5,Regular,0.1433444768190384,Breads,158.45779418945312,OUT017,2007,Medium,Tier 2,Supermarket Type1,1746.9971923828125
FDR11,10.5,Regular,0.23857976496219635,Breads,158.55780029296875,OUT010,1998,Medium,Tier 3,Grocery Store,1764.748291015625
FDR11,10.5,Regular,0.1425112783908844,Breads,158.75779724121094,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.4091796875
FDX47,6.550000190734863,Regular,0.03474530577659607,Breads,158.82879638671875,OUT018,2009,Medium,Tier 3,Supermarket Type2,4399.6064453125
FDR11,10.5,Regular,0.14275982975959778,Breads,159.35780334472656,OUT049,1999,Medium,Tier1,Supermarket Type1,3048.6982421875
FDR11,10.5,Regular,0.14282730221748352,Breads,159.45779418945312,OUT045,2002,Small,Tier 2,Supermarket Type1,3048.6982421875
FDR11,,Regular,0.14184798300266266,Breads,159.65780639648438,OUT027,1985,Medium,Tier 3,Supermarket Type3,1125.5556640625
FDU59,5.78000020980835,Low Fat,0.09636799991130829,Breads,160.6551971435547,OUT035,2004,Small,Tier 2,Supermarket Type1,1012.159912109375
FDR11,10.5,Regular,0.14311885833740234,Breads,160.85780334472656,OUT018,2009,Medium,Tier 3,Supermarket Type2,1857.9075927734375
FDR11,10.5,Regular,0.14241960644721985,Breads,161.15780639648438,OUT013,1987,High,Tier 3,Supermarket Type1,1765.0357666015625
FDR11,10.5,Regular,0.14253821969032288,Breads,161.15780639648438,OUT046,1997,Small,Tier1,Supermarket Type1,1776.7647705078125
FDU59,5.78000020980835,Low Fat,0.09677886217832565,Breads,161.55520629882812,OUT018,2009,Medium,Tier 3,Supermarket Type2,980.478515625
FDU59,5.78000020980835,Low Fat,0.09630601853132248,Breads,161.9552001953125,OUT013,1987,High,Tier 3,Supermarket Type1,2111.91748046875
FDU59,5.78000020980835,Low Fat,0.09658169746398926,Breads,162.4552001953125,OUT045,2002,Small,Tier 2,Supermarket Type1,1014.1103515625
FDU59,,Low Fat,0.09591947495937347,Breads,162.6551971435547,OUT027,1985,Medium,Tier 3,Supermarket Type3,5685.93212890625
FDU59,5.78000020980835,Low Fat,0.09653608500957489,Breads,162.85519409179688,OUT049,1999,Medium,Tier1,Supermarket Type1,3574.014404296875
FDU23,12.149999618530273,Low Fat,0.02171938680112362,Breads,163.11839294433594,OUT035,2004,Small,Tier 2,Supermarket Type1,3467.486328125
FDU23,12.149999618530273,Low Fat,0.021705416962504387,Breads,163.51840209960938,OUT013,1987,High,Tier 3,Supermarket Type1,3137.24951171875
FDU59,5.78000020980835,Low Fat,0.09638622403144836,Breads,163.55520629882812,OUT046,1997,Small,Tier1,Supermarket Type1,1787.0072021484375
FDU23,12.149999618530273,Low Fat,0.021811986342072487,Breads,163.61839294433594,OUT018,2009,Medium,Tier 3,Supermarket Type2,2311.65771484375
FDU59,5.78000020980835,Low Fat,0.09693142771720886,Breads,164.2552032470703,OUT017,2007,Medium,Tier 2,Supermarket Type1,1015.8527221679688
FDU23,12.149999618530273,Low Fat,0.021767549216747284,Breads,164.61839294433594,OUT045,2002,Small,Tier 2,Supermarket Type1,3797.72314453125
FDU23,12.149999618530273,Low Fat,0.0,Breads,164.71839904785156,OUT046,1997,Small,Tier1,Supermarket Type1,3962.841552734375
FDU23,12.149999618530273,Low Fat,0.02175726927816868,Breads,165.01840209960938,OUT049,1999,Medium,Tier1,Supermarket Type1,3302.367919921875
FDU23,12.149999618530273,Low Fat,0.03636067733168602,Breads,166.01840209960938,OUT010,1998,Medium,Tier 3,Grocery Store,330.2367858886719
FDT35,19.850000381469727,Regular,0.08138759434223175,Breads,166.08160400390625,OUT013,1987,High,Tier 3,Supermarket Type1,3626.391845703125
FDU23,12.149999618530273,Low Fat,0.02184637077152729,Breads,167.11839294433594,OUT017,2007,Medium,Tier 2,Supermarket Type1,2172.622802734375
FDU23,,LF,0.021618297323584557,Breads,167.11839294433594,OUT027,1985,Medium,Tier 3,Supermarket Type3,2476.77587890625
FDT35,19.850000381469727,Regular,0.08191612362861633,Breads,167.6815948486328,OUT017,2007,Medium,Tier 2,Supermarket Type1,1845.59765625
FDT35,19.850000381469727,Regular,0.08158202469348907,Breads,167.88160705566406,OUT049,1999,Medium,Tier1,Supermarket Type1,3565.72119140625
FDT35,19.850000381469727,Regular,0.08143997937440872,Breads,168.98159790039062,OUT035,2004,Small,Tier 2,Supermarket Type1,3555.541748046875
FDT35,,Regular,0.08106093108654022,Breads,169.28160095214844,OUT027,1985,Medium,Tier 3,Supermarket Type3,2088.325439453125
FDT35,19.850000381469727,Regular,0.08145537972450256,Breads,169.58160400390625,OUT046,1997,Small,Tier1,Supermarket Type1,3635.490234375
FDT35,19.850000381469727,Regular,0.0,Breads,169.6815948486328,OUT018,2009,Medium,Tier 3,Supermarket Type2,3570.2705078125
FDT35,19.850000381469727,Regular,0.08162057399749756,Breads,169.78160095214844,OUT045,2002,Small,Tier 2,Supermarket Type1,3606.076171875
FDV11,9.100000381469727,Regular,0.0,Breads,173.2053985595703,OUT045,2002,Small,Tier 2,Supermarket Type1,3151.897216796875
FDV11,9.100000381469727,Regular,0.13669514656066895,Breads,173.4053955078125,OUT010,1998,Medium,Tier 3,Grocery Store,875.5269775390625
FDV11,9.100000381469727,Regular,0.08179476857185364,Breads,173.6053924560547,OUT049,1999,Medium,Tier1,Supermarket Type1,700.4215698242188
FDV11,9.100000381469727,Regular,0.08200047165155411,Breads,173.9053955078125,OUT018,2009,Medium,Tier 3,Supermarket Type2,1661.6661376953125
FDR23,15.850000381469727,Low Fat,0.0,Breads,174.73699951171875,OUT017,2007,Medium,Tier 2,Supermarket Type1,2822.991943359375
FDR23,15.850000381469727,Low Fat,0.08178751915693283,Breads,174.93699645996094,OUT046,1997,Small,Tier1,Supermarket Type1,3022.299072265625
FDR23,15.850000381469727,Low Fat,0.08177205175161362,Breads,175.13699340820312,OUT035,2004,Small,Tier 2,Supermarket Type1,2997.9951171875
FDR23,,Low Fat,0.1431993842124939,Breads,175.83700561523438,OUT019,1985,Small,Tier1,Grocery Store,352.8739929199219
FDR23,15.850000381469727,Low Fat,0.08195338398218155,Breads,176.23699951171875,OUT045,2002,Small,Tier 2,Supermarket Type1,2646.554931640625
FDV11,,Regular,0.08127231150865555,Breads,176.30540466308594,OUT027,1985,Medium,Tier 3,Supermarket Type3,2169.31689453125
FDR23,15.850000381469727,Low Fat,0.1368955373764038,Breads,176.43699645996094,OUT010,1998,Medium,Tier 3,Grocery Store,529.3109741210938
FDV11,9.100000381469727,Regular,0.08159983158111572,Breads,176.80540466308594,OUT013,1987,High,Tier 3,Supermarket Type1,1753.7327880859375
FDV11,9.100000381469727,Regular,0.08212973922491074,Breads,176.9053955078125,OUT017,2007,Medium,Tier 2,Supermarket Type1,1722.52783203125
FDV11,9.100000381469727,Regular,0.08165235072374344,Breads,177.00540161132812,OUT035,2004,Small,Tier 2,Supermarket Type1,2101.264892578125
FDR23,15.850000381469727,Low Fat,0.08212068676948547,Breads,177.43699645996094,OUT018,2009,Medium,Tier 3,Supermarket Type2,5645.98388671875
FDR23,15.850000381469727,Low Fat,0.08191467821598053,Breads,177.63699340820312,OUT049,1999,Medium,Tier1,Supermarket Type1,3352.302978515625
FDR23,,Low Fat,0.08139146119356155,Breads,177.83700561523438,OUT027,1985,Medium,Tier 3,Supermarket Type3,6351.73193359375
FDR23,15.850000381469727,Low Fat,0.08171945810317993,Breads,178.03700256347656,OUT013,1987,High,Tier 3,Supermarket Type1,2646.554931640625
FDT11,5.940000057220459,Regular,0.029418032616376877,Breads,185.85560607910156,OUT049,1999,Medium,Tier1,Supermarket Type1,1203.3406982421875
FDT11,5.940000057220459,Regular,0.049163319170475006,Breads,186.45559692382812,OUT010,1998,Medium,Tier 3,Grocery Store,563.2667846679688
FDT11,5.940000057220459,Regular,0.02937236614525318,Breads,186.75559997558594,OUT046,1997,Small,Tier1,Supermarket Type1,3942.86767578125
FDT11,5.940000057220459,Regular,0.029366813600063324,Breads,187.75559997558594,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112060546875
FDT11,,Regular,0.05142722278833389,Breads,187.75559997558594,OUT019,1985,Small,Tier1,Grocery Store,3650.899169921875
FDT11,5.940000057220459,Regular,0.02949201874434948,Breads,188.05560302734375,OUT018,2009,Medium,Tier 3,Supermarket Type2,938.7780151367188
FDT11,5.940000057220459,Regular,0.029347924515604973,Breads,188.45559692382812,OUT013,1987,High,Tier 3,Supermarket Type1,1197.7861328125
FDT11,5.940000057220459,Regular,0.029431935399770737,Breads,188.75559997558594,OUT045,2002,Small,Tier 2,Supermarket Type1,1188.480712890625
FDT11,5.940000057220459,Regular,0.029538508504629135,Breads,189.45559692382812,OUT017,2007,Medium,Tier 2,Supermarket Type1,1877.5560302734375
FDT11,,Regular,0.029230130836367607,Breads,189.45559692382812,OUT027,1985,Medium,Tier 3,Supermarket Type3,3567.3564453125
FDR47,17.850000381469727,LF,0.08745211362838745,Breads,193.1793975830078,OUT035,2004,Small,Tier 2,Supermarket Type1,3793.07763671875
FDR47,17.850000381469727,Low Fat,0.08796341717243195,Breads,193.37939453125,OUT017,2007,Medium,Tier 2,Supermarket Type1,4291.74658203125
FDR47,17.850000381469727,low fat,0.08739586919546127,Breads,194.27940368652344,OUT013,1987,High,Tier 3,Supermarket Type1,3745.318359375
FDR47,,LF,0.15314632654190063,Breads,194.27940368652344,OUT019,1985,Small,Tier1,Grocery Store,1268.5867919921875
FDR47,17.850000381469727,Low Fat,0.08764604479074478,Breads,194.37939453125,OUT045,2002,Small,Tier 2,Supermarket Type1,3816.639404296875
FDR47,17.850000381469727,LF,0.08746865391731262,Breads,195.77940368652344,OUT046,1997,Small,Tier1,Supermarket Type1,3774.2353515625
FDR47,17.850000381469727,Low Fat,0.08782497048377991,Breads,196.07940673828125,OUT018,2009,Medium,Tier 3,Supermarket Type2,1755.714599609375
FDR47,17.850000381469727,LF,0.0,Breads,196.57940673828125,OUT010,1998,Medium,Tier 3,Grocery Store,585.2382202148438
FDR47,,Low Fat,0.0870450884103775,Breads,196.77940368652344,OUT027,1985,Medium,Tier 3,Supermarket Type3,6242.541015625
FDR47,17.850000381469727,Low Fat,0.08760464936494827,Breads,196.97940063476562,OUT049,1999,Medium,Tier1,Supermarket Type1,1560.63525390625
FDR35,12.5,Low Fat,0.020680498331785202,Breads,197.27420043945312,OUT013,1987,High,Tier 3,Supermarket Type1,2587.964599609375
FDR35,12.5,Low Fat,0.020729901269078255,Breads,197.27420043945312,OUT049,1999,Medium,Tier1,Supermarket Type1,3782.409912109375
FDR35,12.5,Low Fat,0.02078203670680523,Breads,198.37420654296875,OUT018,2009,Medium,Tier 3,Supermarket Type2,2587.964599609375
FDR35,12.5,Low Fat,0.020814796909689903,Breads,198.4741973876953,OUT017,2007,Medium,Tier 2,Supermarket Type1,2729.020263671875
FDR35,12.5,Low Fat,0.02069772221148014,Breads,198.87420654296875,OUT046,1997,Small,Tier1,Supermarket Type1,5773.15185546875
FDR35,12.5,Low Fat,0.02073969878256321,Breads,198.9741973876953,OUT045,2002,Small,Tier 2,Supermarket Type1,995.3709716796875
FDR35,12.5,Low Fat,0.020693808794021606,Breads,199.1741943359375,OUT035,2004,Small,Tier 2,Supermarket Type1,4379.63232421875
FDR35,,Low Fat,0.020597493276000023,Breads,200.07420349121094,OUT027,1985,Medium,Tier 3,Supermarket Type3,8958.3388671875
FDV59,13.350000381469727,Low Fat,0.04810171201825142,Breads,216.0166015625,OUT049,1999,Medium,Tier1,Supermarket Type1,3143.365478515625
FDP11,,Low Fat,0.12098614126443863,Breads,216.11659240722656,OUT019,1985,Small,Tier1,Grocery Store,435.4331970214844
FDP11,15.850000381469727,Low Fat,0.06910055130720139,Breads,216.61659240722656,OUT046,1997,Small,Tier1,Supermarket Type1,4136.615234375
FDP23,6.710000038146973,Low Fat,0.0357881523668766,Breads,216.7165985107422,OUT017,2007,Medium,Tier 2,Supermarket Type1,1526.8768310546875
FDV59,13.350000381469727,Low Fat,0.048124443739652634,Breads,216.7165985107422,OUT045,2002,Small,Tier 2,Supermarket Type1,3918.898681640625
FDV59,13.350000381469727,Low Fat,0.048298705369234085,Breads,216.91659545898438,OUT017,2007,Medium,Tier 2,Supermarket Type1,3040.62841796875
FDP11,,Low Fat,0.06876592338085175,Breads,216.91659545898438,OUT027,1985,Medium,Tier 3,Supermarket Type3,4354.33203125
FDV59,13.350000381469727,Low Fat,0.04798707738518715,Breads,217.0166015625,OUT013,1987,High,Tier 3,Supermarket Type1,3157.9169921875
FDP23,6.710000038146973,Low Fat,0.05956510826945305,Breads,217.2165985107422,OUT010,1998,Medium,Tier 3,Grocery Store,1544.9747314453125
FDV59,,Low Fat,0.04779446870088577,Breads,217.3166046142578,OUT027,1985,Medium,Tier 3,Supermarket Type3,4546.8984375
FDP23,,Low Fat,0.06230799853801727,Breads,217.41659545898438,OUT019,1985,Small,Tier1,Grocery Store,3489.38525390625
FDP23,6.710000038146973,Low Fat,0.03558012843132019,Breads,217.5166015625,OUT035,2004,Small,Tier 2,Supermarket Type1,4572.048828125
FDP11,15.850000381469727,Low Fat,0.06924068182706833,Breads,217.5166015625,OUT045,2002,Small,Tier 2,Supermarket Type1,653.1497802734375
FDP23,6.710000038146973,Low Fat,0.03564218804240227,Breads,217.61659240722656,OUT049,1999,Medium,Tier1,Supermarket Type1,1606.2281494140625
FDV59,13.350000381469727,LF,0.0,Breads,217.61659240722656,OUT018,2009,Medium,Tier 3,Supermarket Type2,3265.7490234375
FDP11,15.850000381469727,Low Fat,0.06949140876531601,Breads,218.2165985107422,OUT017,2007,Medium,Tier 2,Supermarket Type1,4789.76513671875
FDP23,,Low Fat,0.03541452810168266,Breads,218.2165985107422,OUT027,1985,Medium,Tier 3,Supermarket Type3,3701.18212890625
FDP23,6.710000038146973,Low Fat,0.03573182597756386,Breads,218.3166046142578,OUT018,2009,Medium,Tier 3,Supermarket Type2,5660.6318359375
FDP23,6.710000038146973,Low Fat,0.035659030079841614,Breads,218.3166046142578,OUT045,2002,Small,Tier 2,Supermarket Type1,1959.4493408203125
FDP11,15.850000381469727,Low Fat,0.1156601533293724,Breads,218.3166046142578,OUT010,1998,Medium,Tier 3,Grocery Store,435.4331970214844
FDP11,15.850000381469727,Low Fat,0.06904304027557373,Breads,218.7165985107422,OUT013,1987,High,Tier 3,Supermarket Type1,4136.615234375
FDP11,15.850000381469727,Low Fat,0.06908748298883438,Breads,218.7165985107422,OUT035,2004,Small,Tier 2,Supermarket Type1,1088.5830078125
FDP23,6.710000038146973,Low Fat,0.0,Breads,218.91659545898438,OUT013,1987,High,Tier 3,Supermarket Type1,2394.882568359375
FDV59,13.350000381469727,Low Fat,0.04802704229950905,Breads,218.91659545898438,OUT046,1997,Small,Tier1,Supermarket Type1,5660.6318359375
FDV59,13.350000381469727,Low Fat,0.0803874209523201,Breads,219.2165985107422,OUT010,1998,Medium,Tier 3,Grocery Store,1524.0162353515625
FDP23,6.710000038146973,Low Fat,0.03558686003088951,Breads,219.5166015625,OUT046,1997,Small,Tier1,Supermarket Type1,1561.333740234375
FDP11,15.850000381469727,Low Fat,0.06920798122882843,Breads,219.5166015625,OUT049,1999,Medium,Tier1,Supermarket Type1,3827.27197265625
FDV59,13.350000381469727,Low Fat,0.0480179637670517,Breads,219.61659240722656,OUT035,2004,Small,Tier 2,Supermarket Type1,3483.465576171875
FDP11,15.850000381469727,Low Fat,0.06938203424215317,Breads,219.61659240722656,OUT018,2009,Medium,Tier 3,Supermarket Type2,3829.015380859375
FDS11,7.050000190734863,Regular,0.05587276816368103,Breads,222.10879516601562,OUT017,2007,Medium,Tier 2,Supermarket Type1,4026.75830078125
FDS11,7.050000190734863,Regular,0.05567118152976036,Breads,222.30880737304688,OUT045,2002,Small,Tier 2,Supermarket Type1,1692.6591796875
FDS11,,Regular,0.055289462208747864,Breads,222.50880432128906,OUT027,1985,Medium,Tier 3,Supermarket Type3,7158.681640625
FDS11,,Regular,0.09727577865123749,Breads,223.90879821777344,OUT019,1985,Small,Tier1,Grocery Store,223.70880126953125
FDS11,7.050000190734863,Regular,0.05578483268618584,Breads,224.50880432128906,OUT018,2009,Medium,Tier 3,Supermarket Type2,1709.4100341796875
FDS11,7.050000190734863,Regular,0.05555851012468338,Breads,224.70880126953125,OUT046,1997,Small,Tier1,Supermarket Type1,3131.923095703125
FDS11,7.050000190734863,Regular,0.055644888430833817,Breads,224.90879821777344,OUT049,1999,Medium,Tier1,Supermarket Type1,2684.505615234375
FDS11,7.050000190734863,Regular,0.05554800480604172,Breads,225.30880737304688,OUT035,2004,Small,Tier 2,Supermarket Type1,5816.4287109375
FDS11,7.050000190734863,Regular,0.05551227554678917,Breads,225.70880126953125,OUT013,1987,High,Tier 3,Supermarket Type1,1670.8094482421875
FDX35,5.034999847412109,Regular,0.07984404265880585,Breads,226.30360412597656,OUT013,1987,High,Tier 3,Supermarket Type1,4098.6650390625
FDX35,5.034999847412109,Regular,0.08023606240749359,Breads,226.40359497070312,OUT018,2009,Medium,Tier 3,Supermarket Type2,1253.936279296875
FDX35,,Regular,0.07952357083559036,Breads,226.90359497070312,OUT027,1985,Medium,Tier 3,Supermarket Type3,2853.287353515625
FDX35,5.034999847412109,Regular,0.07989542931318283,Breads,227.00360107421875,OUT035,2004,Small,Tier 2,Supermarket Type1,1211.5408935546875
FDX35,5.034999847412109,Regular,0.0800347849726677,Breads,227.90359497070312,OUT049,1999,Medium,Tier1,Supermarket Type1,1216.3443603515625
FDX35,,Regular,0.13991305232048035,Breads,227.90359497070312,OUT019,1985,Small,Tier1,Grocery Store,455.4071960449219
FDX35,5.034999847412109,Regular,0.08007260411977768,Breads,228.20359802246094,OUT045,2002,Small,Tier 2,Supermarket Type1,2504.739501953125
FDX35,5.034999847412109,Regular,0.0,Breads,228.20359802246094,OUT046,1997,Small,Tier1,Supermarket Type1,4781.775390625
FDT59,,Low Fat,0.015834379941225052,Breads,228.56680297851562,OUT027,1985,Medium,Tier 3,Supermarket Type3,3225.13525390625
FDX35,5.034999847412109,Regular,0.08036255091428757,Breads,229.00360107421875,OUT017,2007,Medium,Tier 2,Supermarket Type1,4326.3681640625
FDX35,5.034999847412109,Regular,0.13375386595726013,Breads,229.40359497070312,OUT010,1998,Medium,Tier 3,Grocery Store,1212.7994384765625
FDT59,13.649999618530273,Low Fat,0.0,Breads,229.466796875,OUT049,1999,Medium,Tier1,Supermarket Type1,4837.70263671875
FDT59,13.649999618530273,Low Fat,0.015898190438747406,Breads,229.7667999267578,OUT013,1987,High,Tier 3,Supermarket Type1,3324.495849609375
FDT59,13.649999618530273,Low Fat,0.015976248309016228,Breads,230.2667999267578,OUT018,2009,Medium,Tier 3,Supermarket Type2,2994.768310546875
FDT59,,Low Fat,0.02785886451601982,Breads,230.2667999267578,OUT019,1985,Small,Tier1,Grocery Store,8265.4765625
FDT59,13.649999618530273,LF,0.01591143198311329,Breads,230.56680297851562,OUT046,1997,Small,Tier1,Supermarket Type1,3430.488037109375
FDT59,13.649999618530273,Low Fat,0.01600143313407898,Breads,230.6667938232422,OUT017,2007,Medium,Tier 2,Supermarket Type1,1842.9344482421875
FDT59,13.649999618530273,Low Fat,0.01590842381119728,Breads,231.1667938232422,OUT035,2004,Small,Tier 2,Supermarket Type1,6911.00390625
FDT59,13.649999618530273,Low Fat,0.02663247659802437,Breads,231.966796875,OUT010,1998,Medium,Tier 3,Grocery Store,3387.9912109375
FDT59,13.649999618530273,Low Fat,0.015943700447678566,Breads,231.966796875,OUT045,2002,Small,Tier 2,Supermarket Type1,3225.13525390625
FDO11,8.0,Regular,0.03031195141375065,Breads,247.40919494628906,OUT049,1999,Medium,Tier1,Supermarket Type1,6972.2578125
FDO11,8.0,Regular,0.030388183891773224,Breads,247.8092041015625,OUT018,2009,Medium,Tier 3,Supermarket Type2,2081.59716796875
FDO11,,Regular,0.030118338763713837,Breads,248.8092041015625,OUT027,1985,Medium,Tier 3,Supermarket Type3,3486.12890625
FDO11,8.0,Regular,0.030436087399721146,Breads,249.0092010498047,OUT017,2007,Medium,Tier 2,Supermarket Type1,2191.281005859375
FDO11,8.0,Regular,0.050657231360673904,Breads,249.90919494628906,OUT010,1998,Medium,Tier 3,Grocery Store,249.0092010498047
FDO11,8.0,Regular,0.030264897271990776,Breads,250.3092041015625,OUT046,1997,Small,Tier1,Supermarket Type1,6723.24853515625
FDO11,,Regular,0.05298992618918419,Breads,250.3092041015625,OUT019,1985,Small,Tier1,Grocery Store,4723.712890625
FDO11,8.0,Regular,0.030239710584282875,Breads,250.6092071533203,OUT013,1987,High,Tier 3,Supermarket Type1,2165.263427734375
FDO11,8.0,Regular,0.03025917336344719,Breads,250.6092071533203,OUT035,2004,Small,Tier 2,Supermarket Type1,2185.312255859375
FDO11,8.0,Regular,0.030326275154948235,Breads,251.0092010498047,OUT045,2002,Small,Tier 2,Supermarket Type1,2108.477294921875
FDQ11,5.695000171661377,Regular,0.0678061842918396,Breads,255.1988067626953,OUT049,1999,Medium,Tier1,Supermarket Type1,1569.625732421875
FDQ11,,Regular,0.11853557825088501,Breads,256.3988037109375,OUT019,1985,Small,Tier1,Grocery Store,256.9988098144531
FDQ11,5.695000171661377,Regular,0.0,Breads,256.4988098144531,OUT010,1998,Medium,Tier 3,Grocery Store,1548.40625
FDQ11,5.695000171661377,Regular,0.06783822178840637,Breads,256.4988098144531,OUT045,2002,Small,Tier 2,Supermarket Type1,1563.013916015625
FDQ11,5.695000171661377,Regular,0.06764458864927292,Breads,256.5987854003906,OUT013,1987,High,Tier 3,Supermarket Type1,1592.849853515625
FDQ11,5.695000171661377,Regular,0.06770092248916626,Breads,256.5987854003906,OUT046,1997,Small,Tier1,Supermarket Type1,2055.990478515625
FDQ11,5.695000171661377,Regular,0.06797671318054199,Breads,257.4988098144531,OUT018,2009,Medium,Tier 3,Supermarket Type2,3083.985595703125
FDQ11,5.695000171661377,Regular,0.06808386743068695,Breads,257.9988098144531,OUT017,2007,Medium,Tier 2,Supermarket Type1,1572.1544189453125
FDQ11,5.695000171661377,Regular,0.06768812239170074,Breads,258.8988037109375,OUT035,2004,Small,Tier 2,Supermarket Type1,5396.974609375
FDQ11,,Regular,0.06737308204174042,Breads,258.8988037109375,OUT027,1985,Medium,Tier 3,Supermarket Type3,3083.985595703125
FDR59,14.5,Regular,0.10689449310302734,Breads,260.45941162109375,OUT010,1998,Medium,Tier 3,Grocery Store,1046.6375732421875
FDR59,14.5,Regular,0.06385147571563721,Breads,260.45941162109375,OUT035,2004,Small,Tier 2,Supermarket Type1,3139.912841796875
FDR59,14.5,Regular,0.06399306654930115,Breads,260.45941162109375,OUT045,2002,Small,Tier 2,Supermarket Type1,5494.84716796875
FDR59,14.5,Regular,0.06412370502948761,Breads,262.3594055175781,OUT018,2009,Medium,Tier 3,Supermarket Type2,4184.63232421875
FDR59,14.5,Regular,0.06386355310678482,Breads,262.3594055175781,OUT046,1997,Small,Tier1,Supermarket Type1,4448.2099609375
